Exercicio;Tipo de Dívida;Modalidade da Dívida;Carteira;Tipo de Fonte;Fonte SOF Código;Fonte Recursos Código;Fonte Recursos Nome;Movimentação Financeira;Natureza Despesa Detalhada Código;Natureza Despesa Detalhada Nome; Saldo Atual 
2017;Interna;Mobiliária;MERCADO;Financeira;371;71;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.-BEA/BIB;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;828239000,00
2017;Interna;Mobiliária;MERCADO;Financeira;373;73;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.EST.MUN.;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;3024709000,00
2017;Interna;Mobiliária;MERCADO;Financeira;397;97;DIVIDENDOS - UNIAO;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;1158983000,00
2017;Interna;Contratual;BACEN;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Principal;46907101;AMORTIZACAO DA DIVIDA CONTRATUAL; -   
2017;Interna;Contratual;BACEN;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL; -   
2017;Interna;Contratual;MERCADO;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907701;REFINANCIAMENTO DO PRINCIPAL - DIV.CONTRATUAL;6026931949,00
2017;Interna;Contratual;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;1544473129,00
2017;Interna;Contratual;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902201;ENCARGOS DA DIVIDA CONTRATUAL;354841,90
2017;Interna;Contratual;MERCADO;Financeira;173;73;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.EST.MUN.;Principal;46907101;AMORTIZACAO DA DIVIDA CONTRATUAL;6733287642,00
2017;Interna;Contratual;MERCADO;Financeira;173;73;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.EST.MUN.;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;167057239,90
2017;Interna;Contratual;MERCADO;Financeira;280;80;RECURSOS FINANCEIROS DIRETAMENTE ARRECADADOS;Principal;46907101;AMORTIZACAO DA DIVIDA CONTRATUAL;6627505,86
2017;Interna;Contratual;MERCADO;Financeira;280;80;RECURSOS FINANCEIROS DIRETAMENTE ARRECADADOS;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;1505266,62
2017;Interna;Contratual;MERCADO;Financeira;280;80;RECURSOS FINANCEIROS DIRETAMENTE ARRECADADOS;Juros e Encargos;32902201;ENCARGOS DA DIVIDA CONTRATUAL;5092,16
2017;Interna;Política Monetária;BACEN;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Principal;46902601;COBERTURA DO RESULTADO NEGATIVO DO BANCO CENTRAL DO BRASIL (LRF, ART. 7º, ?1º);113651000000,00
2017;Interna;Política Monetária;BACEN;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902601;COBERTURA DO RESULTADO NEGATIVO DO BANCO CENTRAL DO BRASIL (LRF, ART. 7º, ?1º);5460769491,00
2017;Externa;Mobiliária;MERCADO;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907601;REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA;16627101207,00
2017;Externa;Mobiliária;MERCADO;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907602;VARIACAO CAMBIAL DIV.MOBILIARIA REFINANCIADA;1153954962,00
2017;Externa;Mobiliária;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;7192740452,00
2017;Externa;Mobiliária;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902302;VARIACAO CAMBIAL DOS JUROS DA DIV.MOBILIARIA;580512870,70
2017;Externa;Mobiliária;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902304;DESAGIOS DA DIVIDA MOBILIARIA;771419585,50
2017;Externa;Mobiliária;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902401;ENCARGOS DA DIVIDA MOBILIARIA;35987573,87
2017;Externa;Contratual;MERCADO;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907701;REFINANCIAMENTO DO PRINCIPAL - DIV.CONTRATUAL;2516451819,00
2017;Externa;Contratual;MERCADO;Financeira;143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907702;VARIACAO CAMBIAL DIV.CONTRATUAL REFINANCIADA;30889635,55
2017;Externa;Contratual;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;772484449,80
2017;Externa;Contratual;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902102;VARIACAO CAMBIAL JUROS DA DIVIDA CONTRATUAL;2116572,35
2017;Externa;Contratual;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902201;ENCARGOS DA DIVIDA CONTRATUAL;81125998,84
2017;Externa;Contratual;MERCADO;Financeira;144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902202;VARIACAO CAMBIAL ENCARGOS DIVIDA CONTRATUAL;4539,60
2018;Interna;Mobiliária;MERCADO;Financeira;0129;29;RECURSOS DE CONCESSOES E PERMISSOES;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;13158300000,00
2018;Interna;Mobiliária;MERCADO;Financeira;0143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907601;REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA;66081607265,52
2018;Interna;Mobiliária;MERCADO;Financeira;0143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907603;ATUALIZACAO MONETARIA DIVIDA MOB.REFINANCIADA;17379273372,25
2018;Interna;Mobiliária;MERCADO;Financeira;0144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;94111418068,51
2018;Interna;Mobiliária;MERCADO;Financeira;0152;52;RESULTADO DO BACEN;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;11401533557,55
2018;Interna;Mobiliária;MERCADO;Financeira;0159;59;REC.OPER.OF.CRED.-RET.REF.DIV.MED. E L.PRAZOS;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;122007571081,19
2018;Interna;Mobiliária;MERCADO;Financeira;0159;59;REC.OPER.OF.CRED.-RET.REF.DIV.MED. E L.PRAZOS;Principal;46907203;ATUALIZACAO MONETARIA DA DIV.MOB.RESGATADA;18153949614,22
2018;Interna;Mobiliária;MERCADO;Financeira;0162;62;RECURSOS PRIMARIOS P/AMORT.DA DIVIDA PUBLICA;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;12126397,00
2018;Interna;Mobiliária;MERCADO;Financeira;0171;71;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.-BEA/BIB;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;363861524,80
2018;Interna;Mobiliária;MERCADO;Financeira;0171;71;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.-BEA/BIB;Principal;46907203;ATUALIZACAO MONETARIA DA DIV.MOB.RESGATADA;20279229,87
2018;Interna;Mobiliária;MERCADO;Financeira;0173;73;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.EST.MUN.;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;16967977921,74
2018;Interna;Mobiliária;MERCADO;Financeira;0173;73;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.EST.MUN.;Principal;46907203;ATUALIZACAO MONETARIA DA DIV.MOB.RESGATADA;430734586,47
2018;Interna;Mobiliária;MERCADO;Financeira;0197;97;DIVIDENDOS - UNIAO;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;5755723223,90
2018;Interna;Mobiliária;MERCADO;Financeira;0197;97;DIVIDENDOS - UNIAO;Principal;46907203;ATUALIZACAO MONETARIA DA DIV.MOB.RESGATADA;493927256,80
2018;Interna;Mobiliária;MERCADO;Financeira;0343;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907601;REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA;162919212710,05
2018;Interna;Mobiliária;MERCADO;Financeira;0343;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907603;ATUALIZACAO MONETARIA DIVIDA MOB.REFINANCIADA;39535605805,24
2018;Interna;Mobiliária;MERCADO;Financeira;0344;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;67043246084,00
2018;Interna;Mobiliária;MERCADO;Financeira;0359;59;REC.OPER.OF.CRED.-RET.REF.DIV.MED. E L.PRAZOS;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;9087621598,02
2018;Interna;Mobiliária;MERCADO;Financeira;0359;59;REC.OPER.OF.CRED.-RET.REF.DIV.MED. E L.PRAZOS;Principal;46907203;ATUALIZACAO MONETARIA DA DIV.MOB.RESGATADA;2811726866,98
2018;Interna;Mobiliária;MERCADO;Financeira;0371;71;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.-BEA/BIB;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;154034889,00
2018;Interna;Mobiliária;MERCADO;Financeira;0373;73;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.EST.MUN.;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;3955674703,34
2018;Interna;Mobiliária;MERCADO;Financeira;0373;73;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.EST.MUN.;Principal;46907203;ATUALIZACAO MONETARIA DA DIV.MOB.RESGATADA;114139296,66
2018;Interna;Mobiliária;MERCADO;Financeira;0378;78;FUNDO DE FISCALIZACAO DAS TELECOMUNICACOES;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;7342758000,00
2018;Interna;Mobiliária;MERCADO;Financeira;0397;97;DIVIDENDOS - UNIAO;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;798245000,00
2018;Interna;Mobiliária;MERCADO;Financeira;0650;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;956439428,00
2018;Interna;Mobiliária;MERCADO;Financeira;0680;80;RECURSOS FINANCEIROS DIRETAMENTE ARRECADADOS;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;8892644926,05
2018;Interna;Mobiliária;MERCADO;Financeira;0680;80;RECURSOS FINANCEIROS DIRETAMENTE ARRECADADOS;Principal;46907203;ATUALIZACAO MONETARIA DA DIV.MOB.RESGATADA;7544469094,95
2018;Interna;Mobiliária;BACEN;Financeira;0143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907601;REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA;48816748339,79
2018;Interna;Mobiliária;BACEN;Financeira;0143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907603;ATUALIZACAO MONETARIA DIVIDA MOB.REFINANCIADA;13366983322,67
2018;Interna;Mobiliária;BACEN;Financeira;0144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;74200567007,28
2018;Interna;Mobiliária;BACEN;Financeira;0152;52;RESULTADO DO BACEN;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;24955812863,20
2018;Interna;Mobiliária;BACEN;Financeira;0152;52;RESULTADO DO BACEN;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;6684266020,00
2018;Interna;Mobiliária;BACEN;Financeira;0163;63;REC.PROP.DECOR.ALIEN.BENS E DIR.DO PATR.PUB.;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;4020975035,44
2018;Interna;Mobiliária;BACEN;Financeira;0180;80;RECURSOS FINANCEIROS DIRETAMENTE ARRECADADOS;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;851474789,94
2018;Interna;Mobiliária;BACEN;Financeira;0343;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907601;REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA;68365084625,35
2018;Interna;Mobiliária;BACEN;Financeira;0343;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907603;ATUALIZACAO MONETARIA DIVIDA MOB.REFINANCIADA;26605432830,33
2018;Interna;Mobiliária;BACEN;Financeira;0350;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;13255000000,00
2018;Interna;Mobiliária;BACEN;Financeira;0380;80;RECURSOS FINANCEIROS DIRETAMENTE ARRECADADOS;Principal;46907201;RESGATE DA DIVIDA MOBILIARIA;9396521339,00
2018;Interna;Contratual;MERCADO;Financeira;0143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907701;REFINANCIAMENTO DO PRINCIPAL - DIV.CONTRATUAL;3592635516,38
2018;Interna;Contratual;MERCADO;Financeira;0144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;3390761949,56
2018;Interna;Contratual;MERCADO;Financeira;0173;73;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.EST.MUN.;Principal;46907101;AMORTIZACAO DA DIVIDA CONTRATUAL;522376147,44
2018;Interna;Contratual;MERCADO;Financeira;0173;73;REC.DAS OPER.OF.DE CREDITO-RET.DE OC.EST.MUN.;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;68143295,98
2018;Interna;Contratual;MERCADO;Financeira;0250;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;8359510,44
2018;Interna;Contratual;MERCADO;Financeira;0250;50;RECURSOS NAO-FINANCEIROS DIRETAM. ARRECADADOS;Juros e Encargos;32902201;ENCARGOS DA DIVIDA CONTRATUAL;432134,56
2018;Interna;Contratual;MERCADO;Financeira;0280;80;RECURSOS FINANCEIROS DIRETAMENTE ARRECADADOS;Principal;46907101;AMORTIZACAO DA DIVIDA CONTRATUAL;13431367,70
2018;Interna;Contratual;MERCADO;Financeira;0280;80;RECURSOS FINANCEIROS DIRETAMENTE ARRECADADOS;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;3480906,89
2018;Interna;Contratual;MERCADO;Financeira;0359;59;REC.OPER.OF.CRED.-RET.REF.DIV.MED. E L.PRAZOS;Principal;46909271;PRINCIPAL DA DIVIDA CONTRATUAL RESGATADO;39618032,91
2018;Interna;Contratual;MERCADO;Financeira;0359;59;REC.OPER.OF.CRED.-RET.REF.DIV.MED. E L.PRAZOS;Juros e Encargos;32909221;JUROS SOBRE A DIVIDA POR CONTRATO;10830770,98
2018;Interna;Política Monetária;BACEN;Financeira;0144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Principal;46902601;COBERTURA DO RESULTADO NEGATIVO DO BANCO CENTRAL DO BRASIL (LRF, ART. 7º, œ1º);71419071988,64
2018;Interna;Política Monetária;BACEN;Financeira;0144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902601;COBERTURA DO RESULTADO NEGATIVO DO BANCO CENTRAL DO BRASIL (LRF, ART. 7º, œ1º);6888322066,46
2018;Externa;Mobiliária;MERCADO;Financeira;0143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907601;REFINANCIAMENTO PRINCIPAL DIVIDA MOBILIARIA;548497260,52
2018;Externa;Mobiliária;MERCADO;Financeira;0143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907602;VARIACAO CAMBIAL DIV.MOBILIARIA REFINANCIADA;4543067,11
2018;Externa;Mobiliária;MERCADO;Financeira;0144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902301;JUROS DA DIVIDA MOBILIARIA;7028350832,52
2018;Externa;Mobiliária;MERCADO;Financeira;0144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902302;VARIACAO CAMBIAL DOS JUROS DA DIV.MOBILIARIA;20901774,43
2018;Externa;Mobiliária;MERCADO;Financeira;0144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902304;DESAGIOS DA DIVIDA MOBILIARIA;79683322,05
2018;Externa;Mobiliária;MERCADO;Financeira;0144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902401;ENCARGOS DA DIVIDA MOBILIARIA;12129212,04
2018;Externa;Contratual;MERCADO;Financeira;0143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907701;REFINANCIAMENTO DO PRINCIPAL - DIV.CONTRATUAL;2975751511,31
2018;Externa;Contratual;MERCADO;Financeira;0143;43;REFINANCIAMENTO DA DIV.PUBL.MOBIL.FEDERAL;Principal;46907702;VARIACAO CAMBIAL DIV.CONTRATUAL REFINANCIADA;6953962,17
2018;Externa;Contratual;MERCADO;Financeira;0144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902101;JUROS DA DIVIDA CONTRATUAL;968647378,85
2018;Externa;Contratual;MERCADO;Financeira;0144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902102;VARIACAO CAMBIAL JUROS DA DIVIDA CONTRATUAL;2023971,58
2018;Externa;Contratual;MERCADO;Financeira;0144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902201;ENCARGOS DA DIVIDA CONTRATUAL;107387495,81
2018;Externa;Contratual;MERCADO;Financeira;0144;44;TITULOS DE RESPONSABILID.DO TESOURO NACIONAL;Juros e Encargos;32902202;VARIACAO CAMBIAL ENCARGOS DIVIDA CONTRATUAL;521,17
